mark1,mark2,mark3,attendance,fee_paid_flag,edu_loan_flag,yearly_income,yearly_fees,dropped_out
12,78,74,42,1,1,322159,99688,0
84,26,33,47,1,0,394308,40781,0
89,14,32,79,1,1,101500,145890,0
84,91,25,98,1,1,376069,121216,0
52,100,65,71,1,1,403123,146682,0
81,18,62,68,1,0,408499,31004,1
100,89,86,46,1,1,261668,127178,0
44,51,40,41,1,1,274045,77600,0
31,25,85,60,1,0,230703,45515,1
35,88,57,45,1,1,244724,100952,0
80,25,97,67,1,1,232159,91688,1
98,25,78,87,1,1,260861,92708,0
59,45,9,81,1,1,367053,137582,0
10,91,14,75,1,0,323709,23185,0
62,48,41,71,1,1,339741,110888,0
20,81,92,84,1,1,274376,137420,0
51,95,56,81,1,1,115623,143611,0
54,52,86,92,0,0,452648,74476,0
25,2,16,85,1,1,124300,116279,0
67,65,59,48,1,0,403981,51212,0
33,96,8,50,1,1,99314,112154,1
51,41,35,62,1,1,91965,94697,0
81,18,72,89,1,1,409593,142537,1
98,16,79,50,1,1,265340,68533,0
92,32,35,88,1,1,380101,142982,0
51,75,47,41,1,0,486931,103003,0
28,48,50,42,1,1,234522,107125,1
37,55,96,50,1,0,242974,57630,1
41,62,94,89,1,1,340461,88606,0
20,2,69,98,1,1,431335,130244,0
41,48,73,74,1,0,378897,94099,0
12,54,79,97,1,1,347386,110790,0
63,25,67,54,1,1,182001,133235,0
16,98,21,82,1,1,418406,148969,0
8,71,76,50,1,0,304268,36585,1
40,51,79,70,1,1,411950,115833,0
0,99,92,67,0,0,410868,69240,1
1,6,5,67,1,1,63580,34772,1
59,45,25,71,1,1,154134,99991,0
47,45,74,64,1,0,408111,91835,1
28,99,87,59,1,1,332886,95724,0
96,15,92,67,1,1,67833,130990,1
9,23,2,64,1,1,146421,132315,1
57,60,51,50,1,1,121347,110299,0
59,53,73,58,1,1,124155,118053,0
20,61,59,67,1,1,401935,107091,0
27,0,62,40,1,1,271580,114859,1
74,48,64,98,0,0,456743,37938,0
33,24,51,44,1,1,164527,41983,1
7,9,89,49,0,0,279482,32874,1
58,79,75,81,1,1,250657,110341,0
85,15,13,85,1,1,91057,80896,0
71,57,88,73,1,1,248511,66209,0
48,71,71,75,0,0,356405,52822,0
78,28,67,41,0,0,251984,40750,0
16,91,27,57,1,1,443258,122335,0
59,5,70,52,1,1,72769,62083,0
86,15,9,90,1,1,258990,137828,0
87,19,56,44,1,1,72449,142766,0
44,79,99,59,1,0,481869,47946,1
82,70,65,41,1,1,472075,147945,1
68,77,89,50,1,0,189648,21552,0
31,42,49,69,0,0,489090,115585,0
43,25,13,71,1,1,348489,93331,0
64,89,15,71,1,0,167926,25271,0
86,77,53,97,1,1,295518,100201,0
100,70,42,89,0,0,436720,85651,0
7,32,41,77,1,1,381572,121917,0
76,25,80,94,1,0,273720,48994,0
71,44,21,67,1,1,54321,47186,0
86,83,67,49,1,0,317920,50267,0
42,62,18,61,0,0,328263,59140,0
0,66,65,94,1,1,211641,134434,0
50,51,38,56,1,0,180078,44935,0
23,67,72,61,0,0,219668,51748,0
98,25,18,82,1,1,365111,110139,0
23,74,15,58,0,0,214135,23837,1
16,1,53,56,1,0,465556,84875,1
4,13,24,63,1,1,387867,121837,1
19,29,17,75,1,1,236502,82694,0
20,48,22,71,1,0,162620,29610,0
57,11,84,97,0,0,449884,48615,0
30,89,10,95,1,1,130880,96644,0
99,43,38,97,1,1,58195,124135,0
10,32,67,85,1,0,304697,42347,0
51,12,24,98,1,1,152658,54062,0
14,77,62,91,1,1,107995,75122,1
82,87,95,75,1,1,180112,68431,0
6,97,29,67,1,1,268906,93086,1
27,25,44,53,1,1,88250,48205,1
50,20,89,97,1,0,307841,38459,0
57,27,60,75,1,1,459292,132134,0
4,47,99,45,1,1,65376,131335,1
4,99,50,48,1,0,282647,43750,0
93,39,97,60,1,1,236911,130173,0
95,65,8,51,1,0,376867,47729,0
7,72,75,100,1,1,93442,139895,0
63,86,1,97,1,1,55392,58585,0
9,78,4,69,1,1,208178,103698,1
37,76,61,70,1,1,74809,65635,0
95,22,68,79,1,1,165095,64854,0
91,80,51,95,1,1,181765,96226,1
80,47,85,43,1,1,149473,49104,0
94,1,4,70,1,1,144769,102293,0
7,83,58,66,1,1,124710,34770,1
24,19,67,97,1,1,323496,148186,0
72,58,8,96,1,1,233268,148750,0
65,45,92,64,1,1,252138,132633,0
78,2,21,44,1,1,186064,142245,1
49,54,26,45,1,1,103076,95993,0
66,11,9,44,1,1,335498,144011,1
48,39,79,90,1,1,184384,128338,1
35,65,60,66,1,0,357977,37957,0
67,99,50,47,1,1,54318,75178,0
77,77,9,48,1,1,162363,115155,0
40,15,5,54,0,0,412136,40828,1
88,82,61,75,0,0,378147,37171,0
61,33,4,96,1,1,208264,119849,1
9,43,69,80,1,0,419985,81465,0
20,5,62,46,1,1,150726,131663,1
35,76,55,71,1,0,139199,33146,0
11,63,58,47,1,1,431339,143249,1
90,99,62,86,1,1,218561,148611,0
1,21,88,90,1,0,301131,66266,1
12,17,58,54,1,1,419651,148523,1
52,11,50,76,1,0,483525,65939,0
31,51,49,58,1,0,420317,34202,0
94,93,3,78,1,1,78273,57142,0
15,50,47,45,1,1,228625,83828,1
31,70,31,98,1,1,79473,107367,1
31,95,50,58,1,1,111410,79046,0
97,47,51,96,1,0,178536,29849,0
10,18,98,67,1,0,456895,79272,0
9,5,73,56,1,0,405125,40439,1
14,83,33,81,1,1,95310,102526,0
16,26,35,58,1,1,133406,98872,1
39,52,69,70,0,0,241755,55344,0
17,100,42,50,1,1,424909,108489,1
54,47,15,54,1,0,338136,73276,1
72,6,58,49,1,1,79433,25051,0
24,58,52,82,1,0,338077,69474,0
58,68,18,62,1,0,488236,95604,0
77,10,97,42,1,1,472452,149336,0
88,14,88,42,1,0,239807,36967,1
21,63,94,57,1,0,190842,41773,0
29,2,40,64,1,1,381429,129305,1
83,68,80,82,1,1,422265,116550,0
84,22,46,59,0,0,434891,94383,0
43,52,93,97,1,0,478487,90417,0
31,36,53,68,1,0,254463,61182,0
50,8,54,61,1,1,423826,136810,1
45,14,94,89,1,1,290705,83589,1
20,2,18,96,1,1,73439,93235,0
98,92,61,54,1,0,407970,44180,1
31,69,98,78,1,1,454317,134349,0
93,16,92,49,1,1,142776,84372,0
38,25,58,60,1,1,263391,71372,0
11,20,64,94,1,1,431214,123427,1
46,71,67,91,1,1,488133,134515,0
17,20,27,68,1,0,404489,89086,1
20,10,17,71,1,0,425067,42163,1
12,37,25,49,1,1,395603,128938,1
20,71,18,52,1,1,294361,83089,1
7,87,54,86,1,1,261634,139616,0
45,34,56,62,1,0,484412,115211,1
6,13,5,89,1,1,204641,130481,0
22,13,0,62,1,0,431742,52934,1
95,9,7,70,1,1,222959,75595,0
74,11,96,43,1,0,464109,46592,0
85,37,50,91,1,1,400115,126613,0
21,33,84,88,1,0,498520,43039,0
88,40,87,99,1,1,173299,84099,0
21,9,24,42,1,1,475615,128305,1
91,16,46,60,1,1,298155,109262,1
28,16,54,92,1,1,337380,120510,1
12,66,63,41,1,1,266942,148383,0
81,61,82,43,1,0,426823,54018,0
1,94,92,40,1,0,492747,73158,0
28,0,9,54,1,1,130570,145989,1
84,11,55,96,0,0,146621,24558,0
78,3,11,72,1,0,321586,52174,0
51,41,32,45,1,1,368581,115941,1
26,12,70,46,1,0,306411,62631,1
49,97,16,58,1,0,390323,87687,1
94,84,60,83,1,1,478285,123381,0
78,85,9,40,1,0,254318,35552,0
22,3,30,78,1,1,219632,55065,0
87,81,59,58,1,1,485643,127532,1
43,68,69,84,1,0,437752,22614,0
76,18,16,65,1,1,114557,54647,1
21,1,49,83,1,1,122752,77940,0
42,11,36,51,1,0,258320,20620,1
36,80,81,61,1,0,251513,43082,1
60,73,61,52,1,1,98534,41891,0
96,97,89,67,1,1,416447,126566,0
55,5,79,53,1,1,209002,82395,0
2,7,71,61,1,0,435439,70955,1
62,50,87,69,1,0,270114,52314,1
18,10,76,83,0,0,427431,43500,0
22,62,28,59,0,0,319432,73685,1
28,56,31,83,1,1,159570,143947,1
29,11,87,66,1,0,407691,84783,1
38,72,79,77,1,1,131122,120229,0
24,1,10,98,1,1,242590,70189,0
100,7,95,81,1,1,82400,113554,0
7,10,5,91,1,0,434753,39567,0
57,52,34,100,1,1,182639,45978,0
15,99,32,95,1,1,97878,96089,0
71,9,17,80,1,1,98850,29630,0
0,84,36,73,1,0,444310,32003,1
4,83,12,78,1,1,192207,61444,1
2,7,73,80,1,1,391188,106184,0
64,35,100,96,1,1,95113,51607,0
3,92,89,83,1,1,108791,123202,0
98,75,80,76,1,0,321828,44821,1
95,13,63,40,1,0,404927,34601,0
63,53,0,93,1,1,121727,65904,0
97,84,62,54,1,1,395522,132882,0
88,85,88,71,1,1,108552,91657,0
9,20,33,47,1,1,189118,58557,1
20,49,9,72,1,1,54934,72523,0
45,93,83,57,1,1,227878,101846,1
90,38,6,84,1,0,313498,70502,1
26,19,55,68,1,1,154777,143409,1
65,87,79,71,1,1,145352,42098,0
40,86,36,72,0,0,304164,65902,0
12,6,28,44,1,1,103046,138502,1
8,8,11,57,1,1,423242,109067,1
35,0,16,87,1,1,115064,59253,0
85,25,47,97,1,1,369328,95516,0
89,37,83,49,1,1,184035,144582,0
57,37,25,75,1,1,77424,121929,1
53,60,82,72,1,0,261111,64280,0
11,43,11,62,0,0,184114,28951,1
80,85,20,79,1,0,319283,28117,0
77,43,41,44,1,0,323370,45979,0
13,73,60,73,0,0,417378,94525,0
33,61,57,63,1,0,395796,36915,1
52,5,53,56,1,1,219180,79261,1
19,16,33,70,1,1,120647,115071,1
74,50,6,46,1,1,118617,117660,0
15,37,34,56,1,1,210887,138825,1
94,23,14,67,1,1,451018,129912,1
69,50,64,77,1,1,223302,118902,0
55,9,89,100,1,1,244444,92964,0
82,71,98,61,1,1,294956,110417,0
100,20,24,54,1,1,235092,90440,0
57,69,58,76,1,1,198537,55677,0
3,84,78,54,1,1,451210,131855,0
3,56,85,89,1,1,53531,69830,0
19,38,5,89,1,1,190415,72536,0
9,87,51,64,1,0,280092,28922,1
23,32,78,92,1,1,449445,116696,0
98,58,87,60,1,0,406455,87561,1
25,17,20,94,1,0,273374,33220,0
36,55,70,77,1,1,132124,65958,0
84,91,92,41,1,1,225861,73380,0
53,56,95,66,0,0,94069,22766,0
20,95,31,88,1,1,283470,104018,0
73,75,52,71,1,1,268474,141449,0
37,47,58,60,0,0,452740,53159,1
45,41,68,43,1,0,171907,30935,1
3,26,61,83,0,0,306000,23784,0
59,73,3,58,1,1,138074,108586,0
56,51,85,41,1,1,158345,40221,0
44,41,17,65,1,0,267834,49179,1
19,31,98,73,1,0,451319,38069,0
16,25,80,53,1,1,104203,141185,1
70,24,55,54,1,1,196162,55682,0
3,74,23,59,1,1,65915,76268,1
92,22,65,73,1,1,353621,111530,0
13,97,12,75,1,1,238059,131547,0
2,56,61,58,1,0,496454,114303,1
87,51,53,48,1,1,428884,147081,0
100,86,14,46,1,1,172217,97818,1
79,92,68,69,0,0,196101,40110,0
57,30,2,52,1,1,277439,131269,1
54,63,36,66,1,1,139067,51232,0
3,70,36,83,1,1,103520,146509,0
23,32,100,74,1,1,120053,64273,0
33,84,2,52,1,1,101464,90487,1
29,1,62,54,1,1,203033,75210,1
81,17,34,85,1,0,470051,93191,0
18,46,51,95,1,0,470941,49461,1
30,32,86,48,0,0,337501,24610,1
59,100,27,84,1,1,182316,76973,1
59,97,93,62,1,1,117952,117153,1
18,83,17,93,1,1,98061,103004,0
48,34,35,75,1,0,318634,27583,0
62,50,32,92,1,1,127219,45583,0
82,17,63,79,0,0,438449,37701,0
21,87,25,42,0,0,317983,26880,1
23,71,47,73,1,1,74992,120653,0
75,29,39,58,1,1,163154,109257,1
29,43,16,67,1,0,304166,71845,1
57,52,39,62,1,1,226010,125512,0
30,9,6,79,1,1,305087,112390,0
99,86,56,88,1,1,368393,132024,0
63,51,7,84,1,0,487951,92417,0
18,48,55,46,1,0,153313,23722,0
47,10,30,80,0,0,362878,40077,0
44,65,58,51,1,1,228152,100868,1
99,57,57,100,1,1,255532,139080,0
93,89,11,53,1,1,175626,147430,1
54,35,47,85,1,1,336404,125528,0
54,32,30,54,0,0,240679,33229,1
96,46,82,42,1,1,111852,93338,1
17,12,62,54,1,1,78380,81679,1
62,39,73,90,1,1,121257,107637,0
91,88,38,63,1,0,222263,31439,1
46,67,75,91,0,0,317074,55902,0
74,41,19,85,1,0,447569,22598,0
56,18,100,47,0,0,451048,112297,0
44,81,47,44,1,0,230626,24052,0
32,100,70,90,1,0,269559,32741,0
16,93,53,43,0,0,366161,89360,0
69,18,77,53,0,0,295824,56288,0
3,57,74,55,1,0,494605,21249,1
19,22,70,59,1,0,254378,42970,1
46,53,28,63,1,0,206597,35565,0
90,79,73,45,1,1,130630,76995,1
14,64,92,94,1,1,249283,103994,0
69,11,72,96,1,1,81280,71656,0
46,23,99,70,1,1,174130,82134,0
77,33,47,45,1,1,192312,65765,1
74,52,73,74,0,0,318688,22014,0
8,7,82,54,1,1,239053,90480,1
89,17,55,68,1,1,460548,119252,1
15,56,94,42,1,1,207908,134794,0
68,4,16,50,1,1,326532,128987,1
60,25,8,42,0,0,294335,34012,1
9,29,96,67,1,1,51694,149059,0
49,53,33,49,1,1,177727,122996,0
2,12,44,89,0,0,400346,77498,0
76,82,87,72,1,1,163057,88776,1
93,28,8,87,1,1,361438,143675,1
69,2,6,55,1,1,88769,81711,1
80,89,15,98,1,0,482636,62530,0
50,57,18,49,1,0,425433,99267,1
18,75,5,72,1,1,152885,139991,0
41,1,10,75,1,1,87855,38018,0
34,74,75,42,1,1,182532,148236,0
45,27,60,44,1,1,97646,128434,0
25,81,41,51,1,0,484468,37916,0
68,76,12,96,1,0,453051,60376,0
92,100,11,83,1,1,163947,113140,1
63,85,84,52,1,1,60910,130713,0
36,75,73,63,1,1,132757,136128,0
83,1,19,83,1,1,277961,85046,0
48,100,49,96,1,1,285222,78742,0
20,6,35,71,1,1,320607,105566,0
73,25,91,55,1,1,194408,97125,1
63,89,87,71,1,1,76534,107519,0
4,87,68,84,1,0,183441,32437,0
99,75,36,76,1,0,468597,82146,0
69,15,11,95,1,0,424440,47618,0
89,22,98,75,1,0,397238,70767,0
3,39,39,60,1,0,400049,29705,1
38,59,53,86,0,0,337551,77146,0
34,72,1,51,1,1,374696,108216,1
0,31,49,90,1,1,217011,100912,0
23,14,40,60,1,1,142303,71750,1
56,100,44,99,1,1,309153,110956,0
99,12,8,90,1,0,469386,64379,0
69,4,61,60,1,1,121908,72682,1
40,74,85,82,1,1,174506,84713,0
53,73,46,92,1,1,334513,125894,0
45,51,4,45,1,1,487760,137015,1
59,76,75,48,1,1,318044,124869,0
59,40,0,40,1,1,90733,76919,1
56,52,43,51,1,0,399380,80384,0
30,49,21,97,1,0,287841,71128,1
83,14,37,53,0,0,181661,21835,0
23,6,18,45,1,0,372188,41283,1
88,39,79,40,1,1,251671,69506,1
35,27,30,61,1,1,397697,128101,1
84,31,66,73,1,1,264982,73625,0
29,98,86,95,0,0,400579,55963,0
23,14,41,50,1,1,99008,145007,1
29,99,81,42,1,1,116794,132172,0
85,84,25,81,1,0,129134,29179,1
91,69,12,45,1,1,446082,114440,1
6,64,57,45,1,1,365034,126649,1
34,3,17,59,1,1,427403,119210,1
54,10,66,60,1,0,484720,31955,0
91,25,86,41,1,1,496590,134072,0
13,60,2,65,1,0,341548,27198,1
9,36,54,70,1,0,377367,87156,0
79,22,88,65,0,0,312781,64588,0
15,92,90,95,1,0,271224,31766,0
53,84,57,71,1,1,415330,116626,0
94,90,62,49,0,0,327972,73570,0
88,39,90,62,1,1,234616,126827,0
76,76,51,97,1,1,151976,89874,0
69,22,88,45,1,1,95097,68679,0
43,15,23,62,1,1,163271,135117,1
72,93,71,67,1,0,344166,25301,1
44,60,8,88,1,1,82202,35144,1
99,67,36,69,1,1,78704,33784,0
55,79,93,53,1,1,141411,87959,0
83,30,82,76,1,0,179688,28272,0
81,52,52,94,1,1,73641,21573,0
56,24,79,71,1,0,349623,44419,0
20,43,23,88,1,1,259843,102339,0
67,11,20,73,1,1,334171,118770,1
49,89,99,80,1,0,355056,68555,0
32,100,39,83,1,0,420371,25176,0
90,96,61,90,0,0,252546,56161,0
6,91,69,61,1,1,178773,83440,1
69,8,68,70,1,1,159658,128061,1
14,11,13,46,1,1,92692,78862,1
81,68,41,80,1,1,148884,142121,0
31,53,49,60,1,1,82209,142082,0
74,53,60,55,1,0,238635,35164,0
19,27,3,59,1,1,368882,97758,1
87,55,71,82,1,1,349386,136723,0
14,98,87,83,1,0,453157,45379,0
47,68,74,86,0,0,450289,111189,0
70,97,16,89,1,1,157966,103552,0
20,97,84,58,1,0,218899,38368,0
41,76,56,87,1,1,227297,109041,0
25,57,89,71,1,0,218168,52771,0
13,77,47,54,1,1,231618,84950,0
56,74,43,44,0,0,378601,60245,1
36,41,44,50,1,1,441401,124302,1
57,37,90,54,1,1,380453,118906,0
20,67,79,68,1,1,136496,92792,0
81,52,89,89,1,1,211340,63327,0
68,32,32,84,0,0,266426,66454,0
2,70,30,43,1,1,286109,113787,1
86,55,46,88,1,1,160078,143380,0
89,71,5,75,1,0,485294,66741,0
36,100,71,87,1,0,314009,51977,0
87,50,70,62,1,1,146242,118200,0
48,73,33,54,0,0,341031,26714,1
18,42,52,85,1,1,493092,126680,1
88,14,13,83,1,0,408191,97237,0
84,37,15,42,1,0,214551,34891,1
11,14,42,71,1,1,178863,121555,0
60,4,72,49,1,1,90478,72299,1
40,92,73,79,1,0,469617,85167,0
32,82,80,77,1,1,209574,85124,0
49,53,11,61,1,1,300840,113052,1
67,50,69,53,1,0,423894,78639,0
70,9,18,56,0,0,325538,60912,1
85,11,40,60,1,1,279766,134742,0
32,3,52,90,1,1,190334,95452,1
80,94,28,87,1,1,54487,88446,0
23,17,69,54,1,1,208413,103790,1
60,79,58,97,1,1,308432,81516,0
60,35,88,54,1,1,158924,145223,0
97,24,63,40,1,0,311196,64250,0
27,86,23,63,0,0,456786,56116,0
57,75,88,94,1,1,107268,103521,0
42,97,15,94,1,1,79605,42151,0
40,35,51,51,1,1,121602,145673,0
38,100,79,49,1,1,207795,91366,1
85,66,5,85,1,1,250180,64297,0
48,8,36,81,0,0,390350,60888,0
16,60,84,81,1,1,143375,76195,0
97,52,3,91,0,0,491923,104010,0
69,17,97,100,1,1,230100,91016,0
69,42,91,70,1,0,406081,94979,0
97,34,37,50,1,1,106921,124674,1
64,62,40,93,1,0,372904,74334,0
73,97,91,55,1,1,191321,118474,1
84,77,80,100,1,1,117847,149986,0
4,3,13,48,1,1,147547,88345,1
1,92,70,86,1,0,355983,59761,0
21,40,85,53,1,1,286149,142617,0
56,44,50,58,1,1,89673,46930,0
65,49,64,70,1,1,53642,79117,0
73,78,92,48,1,0,449554,43095,0
97,27,51,75,1,1,363905,97482,0
15,41,94,92,1,1,59622,23991,0
50,79,29,78,1,1,98423,43519,0
38,75,56,93,1,1,92873,46657,1
85,68,78,65,1,0,285616,20826,0
75,97,81,47,1,1,97565,62625,0
87,0,98,63,1,1,188878,102049,0
39,38,29,47,0,0,312901,37801,1
37,95,97,58,0,0,464686,49846,1
59,89,41,86,1,1,56220,59566,0
58,16,10,87,0,0,420552,43157,0
9,90,26,69,1,1,141851,48363,1
98,87,23,97,1,1,235826,70559,0
63,34,98,61,0,0,405473,25136,0
62,45,38,94,1,1,177636,77937,0
48,41,71,48,1,0,465721,37421,0
63,38,17,97,1,1,340432,145008,0
31,89,76,97,1,1,124492,146158,0
6,48,44,83,1,1,331253,98027,0
20,61,87,87,0,0,299128,27546,0
19,37,86,43,1,0,446713,91439,0
25,22,11,76,1,1,107326,66623,1
67,21,48,47,1,1,59864,36406,0
85,3,93,40,1,1,274589,100485,0
14,48,30,67,0,0,399706,29825,1
84,58,91,45,1,1,124310,91823,0
78,72,21,86,1,1,431598,130497,1
85,67,43,75,1,1,293415,147079,0
91,70,91,92,1,0,333161,54173,0
13,86,63,50,1,1,445037,127974,0
26,1,76,44,1,1,100337,75619,1
39,48,24,89,1,0,488701,103114,0
57,87,50,63,1,1,133557,127071,0
27,94,6,86,1,0,237460,27923,0
25,30,5,57,1,1,60372,54374,1
62,39,23,59,1,1,150050,81713,1
65,47,18,67,1,0,406082,61411,0
24,50,82,52,0,0,383477,84368,1
2,42,99,44,1,0,328427,28316,0
71,97,8,69,1,1,90857,129950,0
43,54,35,40,1,0,363916,30556,0
96,87,39,61,1,0,240742,30058,0
41,48,92,57,1,1,254205,124554,0
98,89,23,85,1,1,145856,119987,0
5,79,47,44,0,0,474477,45482,1
38,56,62,70,1,1,238226,64494,1
51,76,68,45,1,0,318251,45005,0
22,14,52,66,1,1,272368,104671,1
88,26,53,95,1,1,347705,109424,0
49,67,41,64,1,0,257746,52481,1
42,79,44,68,0,0,216340,48401,0
18,63,89,67,1,0,474824,60431,1
68,93,13,55,1,1,63138,84459,1
50,29,28,93,1,0,480909,110473,1
10,35,5,92,1,1,306697,131387,0
11,66,6,51,1,1,264072,143311,1
73,85,36,59,1,1,174143,137410,1
7,85,52,57,1,1,202320,140327,0
23,48,17,73,1,1,283829,98682,0
91,75,86,94,1,1,330776,115637,0
40,54,37,92,1,1,97547,96789,0
35,84,58,62,0,0,324244,68504,0
100,55,0,84,1,0,360074,23223,0
84,67,67,66,1,1,257977,90977,0
71,94,43,88,1,1,365169,128126,0
54,43,46,56,1,1,128944,60149,0
8,30,34,87,1,0,494056,32863,0
46,57,86,60,1,1,462585,123488,0
14,86,90,89,0,0,461676,49564,1
47,52,59,79,1,1,141641,102189,0
81,83,89,70,1,1,146920,109624,1
41,78,51,42,1,0,444677,42499,1
59,22,7,56,1,1,92362,127619,1
83,27,79,100,1,1,340754,146056,0
69,15,40,89,1,1,416478,109218,0
11,36,2,97,1,1,202067,52132,0
1,20,95,65,1,1,319861,146272,1
6,78,68,62,0,0,259939,24533,1
79,16,83,45,1,1,260544,102962,0
2,36,13,67,1,1,114022,100096,1
2,76,95,47,0,0,234740,54409,0
26,18,25,94,1,1,101645,101461,1
39,29,69,97,1,0,341694,42987,0
32,44,57,84,0,0,446792,30633,0
91,17,99,47,1,1,90868,121601,1
0,77,39,58,1,1,148039,76207,1
7,61,50,77,1,1,227452,70535,0
100,35,4,68,1,1,448944,115661,1
31,99,76,62,0,0,344944,23996,0
47,83,31,86,1,1,60886,20014,0
100,51,79,71,1,1,250981,100431,0
3,18,0,49,1,0,228308,21674,1
93,43,76,66,1,1,95805,57867,0
69,6,53,88,1,1,344676,105537,0
18,43,10,40,1,1,162765,77251,1
31,67,52,78,1,1,78688,75709,0
8,33,7,68,1,1,454279,140162,1
11,65,24,98,1,0,335233,37864,0
10,68,39,84,0,0,499158,46321,0
45,54,31,42,0,0,495045,44082,1
15,9,87,90,1,1,493769,137734,0
0,95,27,86,1,1,83585,60131,0
62,41,77,76,1,1,240076,91493,0
20,40,2,70,1,0,300322,24210,0
29,76,99,50,1,1,300483,134080,1
12,68,90,61,1,1,52438,140159,1
33,9,83,57,1,1,405239,135663,0
3,9,78,74,1,0,466428,84586,1
27,90,61,45,1,1,231434,103605,0
94,59,26,42,1,1,198055,54851,0
58,50,44,44,0,0,326170,46865,0
26,20,91,48,1,0,432312,103606,0
68,7,24,67,1,0,363142,24158,1
24,64,60,58,1,1,498960,141497,0
2,91,43,67,1,0,369157,77852,1
96,77,96,66,1,1,101039,69339,0
67,84,45,52,1,1,230903,121086,1
24,29,13,100,0,0,215675,40572,1
19,84,7,77,1,0,156446,24100,1
33,48,47,82,1,0,410596,64469,0
25,8,13,92,0,0,456321,101061,0
4,16,64,60,1,1,281120,80861,1
98,68,79,66,1,0,379326,38456,1
60,57,81,85,1,1,102147,75803,0
91,56,6,45,1,1,302403,85633,1
92,61,78,77,1,1,125400,95019,1
8,94,87,88,1,1,96434,141493,0
49,51,48,50,1,1,76515,56232,1
5,60,54,86,1,1,270370,87323,0
82,39,12,80,1,1,108001,126067,0
59,37,72,92,1,0,239469,41788,0
43,42,55,56,1,1,242487,118987,1
10,62,55,95,1,0,460176,36092,1
65,18,14,78,0,0,421735,21132,0
46,99,56,46,1,1,274215,97850,0
72,49,57,69,1,1,357922,124181,1
84,32,34,60,1,1,212013,108118,0
87,12,87,40,1,1,145849,113316,0
97,77,96,64,1,1,415227,146003,0
85,96,15,71,1,0,484171,117772,0
2,61,7,98,1,1,259637,138524,1
75,92,92,96,1,0,413420,33068,0
91,42,86,47,1,0,369052,67401,0
29,48,44,44,1,0,299708,68526,0
89,35,94,69,1,0,498912,78958,0
20,9,39,90,1,1,461645,135729,0
27,94,53,47,1,0,406192,96593,1
89,5,13,88,1,1,257748,75041,1
61,56,58,58,1,1,297387,119158,1
32,0,93,83,1,1,195919,124042,1
84,70,52,98,1,1,228263,83372,0
34,57,26,94,1,1,346400,87562,0
51,90,46,69,1,1,439169,112099,0
33,20,79,54,0,0,471990,84046,0
40,91,5,75,1,1,177343,123669,0
50,79,54,94,1,1,59127,88086,0
46,55,96,83,1,1,168251,148088,0
81,86,43,66,1,1,209277,116458,0
57,19,17,52,1,0,289282,27089,1
74,53,15,53,1,0,393307,36623,0
56,24,11,76,1,1,239836,69641,0
22,27,19,93,1,0,430423,32043,0
47,4,44,87,1,1,151824,86572,0
21,20,63,69,1,1,88664,84136,1
16,17,58,78,1,1,106795,144218,0
68,46,92,86,1,1,171729,108052,0
10,69,93,52,1,1,213405,106700,1
93,56,89,97,1,1,294620,77061,0
14,92,21,55,1,1,86079,137957,0
90,18,96,83,1,0,134225,26122,0
34,96,46,46,1,1,74259,67346,0
32,64,28,87,1,1,338715,145434,0
83,2,85,94,1,1,101119,117322,0
15,41,44,94,1,1,320153,133993,0
33,20,76,66,1,0,160210,36150,0
65,98,8,84,1,1,373973,107630,0
98,39,23,100,1,1,350374,97228,0
39,66,14,94,0,0,161364,32054,0
27,24,35,74,1,0,368193,21767,1
46,54,12,54,1,0,413906,24708,1
38,83,90,67,1,1,435417,126657,0
69,51,43,74,0,0,431610,77999,0
72,43,100,46,1,1,217570,72158,0
19,97,70,89,1,1,169053,49292,0
0,84,71,85,1,0,472036,48082,0
71,55,100,89,0,0,483531,54024,0
86,54,77,90,1,1,407162,112270,0
62,86,75,85,1,1,344939,128447,0
66,69,35,59,1,1,163812,43461,0
3,76,60,71,1,0,135411,25351,0
57,86,80,77,1,0,351335,67031,0
24,72,39,100,1,1,235525,119053,0
46,80,92,79,1,1,62453,102628,0
37,65,26,71,1,1,170848,124720,0
14,18,0,65,1,1,493541,144501,1
62,82,33,97,1,0,492706,59718,0
20,6,67,78,1,1,426309,130632,0
98,62,87,59,1,1,99993,147535,1
56,41,20,57,1,1,422924,110577,1
52,41,32,89,1,1,95706,146875,0
45,58,6,54,1,1,223889,111212,1
13,19,64,91,1,1,141434,120017,1
99,72,2,61,1,0,236782,32777,0
75,16,50,90,1,1,100799,109856,0
16,26,78,61,1,0,169586,28308,0
38,46,94,92,1,1,110964,63441,1
8,1,53,60,1,1,496894,133682,1
98,62,79,41,1,1,252222,100865,1
76,61,73,79,1,0,409523,33882,0
78,99,92,92,1,1,241510,134883,0
81,18,58,82,0,0,159987,24714,0
96,16,5,57,1,1,374070,111586,1
5,68,28,62,1,1,53801,63432,1
90,38,16,52,1,0,484264,101289,1
22,81,59,80,1,1,352288,115515,0
58,70,21,48,1,1,406622,130625,0
90,80,23,88,1,1,191220,100166,0
97,38,80,46,1,1,162364,145934,0
45,35,84,80,0,0,394963,37658,0
37,39,50,93,1,1,200933,89245,0
13,44,49,40,1,1,203552,118642,1
99,3,10,41,1,1,68637,125065,1
71,24,55,43,1,1,356765,138199,0
61,68,70,53,1,1,97431,122579,0
